Company,TypeName,Inches,Ram,OpSys,Weight,ScreenResolutionX,ScreenResolutionY,CpuBrand,CpuPower,Memory_SSD (GB),Memory_HDD (GB),Memory_Flash (GB),Price_euros
HP,Notebook,17.3,6.0,Windows 10,2.71,1920,1080,AMD,2.5,0.0,2000.0,0.0,655.01
Lenovo,Gaming,15.6,8.0,Windows 10,2.5,1920,1080,Intel,2.8,128.0,1000.0,0.0,1249.0
Dell,Notebook,14.0,8.0,Linux,1.64,1920,1080,Intel,2.8,256.0,0.0,0.0,1089.0
Dell,Notebook,15.6,8.0,Linux,1.98,1920,1080,Intel,2.5,0.0,1000.0,0.0,726.0
Asus,Notebook,14.0,4.0,Windows 10,1.5,1920,1080,Intel,1.1,0.0,0.0,32.0,298.0
Dell,Notebook,15.6,16.0,Windows 10,1.93,1920,1080,Intel,2.6,512.0,0.0,0.0,1426.66
Lenovo,Notebook,14.0,8.0,Windows 10,1.87,1920,1080,Intel,2.5,256.0,0.0,0.0,857.07
Dell,Notebook,15.6,8.0,Windows 10,1.9,1920,1080,Intel,2.6,256.0,0.0,0.0,1179.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.19,1366,768,AMD,2.0,0.0,500.0,0.0,298.0
Mediacom,Notebook,14.0,4.0,Windows 10,1.4,1920,1200,Intel,1.92,0.0,32.0,0.0,265.0
HP,Notebook,17.3,8.0,Windows 10,2.63,1920,1080,Intel,2.7,256.0,0.0,0.0,1200.0
Lenovo,Ultrabook,14.0,8.0,Windows 10,1.17,2560,1440,Intel,2.5,512.0,0.0,0.0,1686.64
HP,2 in 1 Convertible,13.3,8.0,Windows 10,1.58,1366,768,Intel,2.5,256.0,0.0,0.0,836.6
Lenovo,Ultrabook,14.0,8.0,Windows 10,1.32,1920,1080,Intel,2.5,256.0,0.0,0.0,1499.0
Dell,Gaming,17.3,32.0,Windows 10,4.36,3840,2160,Intel,2.8,1000.0,1000.0,0.0,3659.4
MSI,Gaming,17.3,8.0,Windows 10,2.7,1920,1080,Intel,2.8,128.0,1000.0,0.0,1348.48
Lenovo,Notebook,15.6,4.0,No OS,1.9,1366,768,Intel,2.5,0.0,1000.0,0.0,489.9
Dell,Notebook,15.6,8.0,Windows 10,2.2,1920,1080,Intel,1.6,128.0,1000.0,0.0,719.0
Dell,2 in 1 Convertible,13.3,4.0,Windows 10,1.71,1920,1080,Intel,2.4,0.0,1000.0,0.0,649.0
Dell,Notebook,15.6,8.0,Linux,2.32,1366,768,Intel,2.5,0.0,1000.0,0.0,589.52
HP,Notebook,15.6,4.0,Windows 10,2.1,1920,1080,AMD,3.0,0.0,1000.0,0.0,489.0
Acer,Gaming,17.3,16.0,Windows 10,4.2,1920,1080,Intel,2.6,128.0,1000.0,0.0,1935.0
Dell,Notebook,15.6,12.0,Windows 10,2.25,1366,768,Intel,2.5,0.0,1000.0,0.0,649.0
HP,Notebook,15.6,6.0,Windows 10,2.1,1920,1080,AMD,3.0,128.0,1000.0,0.0,650.0
Acer,Notebook,15.6,4.0,Windows 10,2.4,1366,768,Intel,2.5,0.0,500.0,0.0,559.0
Lenovo,Notebook,13.3,8.0,Windows 10,1.44,1920,1080,Intel,2.5,256.0,0.0,0.0,960.0
Lenovo,Notebook,15.6,4.0,Windows 10,1.85,1920,1080,Intel,2.7,0.0,1000.0,0.0,779.0
HP,Workstation,15.6,16.0,Windows 10,2.6,1920,1080,Intel,2.8,256.0,0.0,0.0,2419.0
Dell,2 in 1 Convertible,13.3,8.0,Windows 10,1.55,1920,1080,Intel,1.6,0.0,1000.0,0.0,659.0
MSI,Gaming,15.6,16.0,Windows 10,1.8,1920,1080,Intel,2.8,256.0,1000.0,0.0,2094.48
Acer,Notebook,15.6,4.0,Windows 10,2.4,1366,768,Intel,2.0,0.0,500.0,0.0,410.8
Dell,Notebook,15.6,8.0,Windows 10,2.0,1920,1080,Intel,2.7,128.0,1000.0,0.0,1207.0
Dell,Notebook,15.6,8.0,Windows 10,2.0,1366,768,Intel,2.0,256.0,0.0,0.0,665.0
Toshiba,Notebook,14.0,8.0,Windows 10,1.25,1920,1080,Intel,2.5,256.0,0.0,0.0,1535.0
Lenovo,2 in 1 Convertible,14.0,8.0,Windows 10,1.7,1920,1080,Intel,2.5,256.0,0.0,0.0,999.0
Lenovo,Workstation,15.6,16.0,Windows 10,2.5,3840,2160,Intel,2.8,1000.0,0.0,0.0,3299.0
Acer,Notebook,14.0,2.0,Chrome OS,1.68,1366,768,Intel,1.6,0.0,0.0,32.0,330.0
Samsung,Ultrabook,13.3,16.0,Windows 10,0.81,1920,1080,Intel,2.7,256.0,0.0,0.0,1649.0
HP,Notebook,15.6,8.0,Windows 10,1.86,1920,1080,Intel,2.0,256.0,0.0,0.0,539.0
Dell,Notebook,14.0,8.0,Windows 10,1.6,1366,768,Intel,2.5,256.0,0.0,0.0,1126.71
HP,Workstation,17.3,16.0,Windows 7,3.0,1920,1080,Intel,2.9,256.0,0.0,0.0,4389.0
Lenovo,Netbook,11.6,4.0,Windows 10,1.4,1366,768,Intel,1.6,128.0,0.0,0.0,475.0
HP,Notebook,15.6,8.0,Windows 10,1.84,1920,1080,Intel,2.4,256.0,0.0,0.0,1900.0
Asus,Notebook,15.6,4.0,No OS,2.45,1366,768,Intel,2.3,0.0,1000.0,0.0,579.0
Lenovo,Ultrabook,14.0,4.0,Windows 10,1.7,1920,1080,Intel,2.3,180.0,0.0,0.0,1096.0
Asus,Notebook,15.6,4.0,Windows 10,2.37,1366,768,Intel,2.7,256.0,0.0,0.0,849.9
Lenovo,2 in 1 Convertible,13.3,8.0,Windows 10,1.3,3200,1800,Intel,1.8,256.0,0.0,0.0,1199.0
HP,Notebook,15.6,8.0,Windows 10,2.2,1920,1080,Intel,2.5,128.0,1000.0,0.0,1099.0
HP,Workstation,15.6,8.0,Windows 7,2.59,1920,1080,Intel,2.6,256.0,0.0,0.0,1561.0
Dell,Gaming,15.6,16.0,Windows 10,4.42,3840,2160,Intel,2.8,256.0,1000.0,0.0,2868.99
Acer,Notebook,15.6,4.0,Windows 10,2.1,1366,768,Intel,2.5,256.0,0.0,0.0,599.0
Lenovo,Gaming,15.6,8.0,Windows 10,2.5,1920,1080,Intel,2.8,128.0,1000.0,0.0,1048.0
Dell,Ultrabook,12.5,16.0,Windows 10,1.18,1920,1080,Intel,2.8,256.0,0.0,0.0,1859.0
Google,Ultrabook,12.3,8.0,Chrome OS,1.1,2400,1600,Intel,1.2,256.0,0.0,0.0,1559.0
Asus,Ultrabook,13.3,8.0,Windows 10,1.2,3200,1800,Intel,2.5,256.0,0.0,0.0,1129.0
Dell,Notebook,13.3,4.0,Windows 10,1.65,1366,768,Intel,2.0,0.0,500.0,0.0,849.0
Acer,Notebook,13.3,4.0,Windows 10,1.6,1366,768,Intel,2.3,128.0,0.0,0.0,655.0
Asus,Notebook,17.3,4.0,Windows 10,2.8,1366,768,Intel,1.1,0.0,1000.0,0.0,470.34
Dell,Gaming,15.6,16.0,Windows 10,2.72,3840,2160,Intel,2.6,128.0,1000.0,0.0,1099.0
Samsung,Ultrabook,13.3,8.0,Windows 10,1.31,1920,1080,Intel,2.7,256.0,0.0,0.0,1599.0
Acer,Notebook,15.6,4.0,Linux,2.1,1366,768,Intel,1.1,0.0,1000.0,0.0,298.0
Dell,Notebook,15.6,16.0,Windows 10,2.3,1920,1080,Intel,2.7,256.0,0.0,0.0,1181.27
Samsung,2 in 1 Convertible,15.0,16.0,Windows 10,1.71,1920,1080,Intel,2.7,256.0,0.0,0.0,1799.0
Toshiba,Notebook,14.0,4.0,Windows 10,1.75,1366,768,Intel,2.3,128.0,0.0,0.0,1020.0
Dell,Gaming,15.6,8.0,Windows 10,2.62,1920,1080,Intel,2.8,0.0,1000.0,0.0,1099.0
HP,Ultrabook,12.5,4.0,Windows 10,1.26,1366,768,Intel,2.3,256.0,0.0,0.0,1244.0
Asus,2 in 1 Convertible,15.6,12.0,Windows 10,2.3,1920,1080,Intel,2.7,0.0,2000.0,0.0,839.0
Lenovo,Notebook,15.6,16.0,Windows 7,2.5,3840,2160,Intel,2.7,512.0,0.0,0.0,2370.0
Acer,Notebook,14.0,4.0,Windows 10,1.8,1920,1080,Intel,2.4,128.0,0.0,0.0,636.0
Razer,Gaming,14.0,16.0,Windows 10,1.95,1920,1080,Intel,2.8,512.0,0.0,0.0,2899.0
Asus,Notebook,15.6,8.0,Windows 10,2.0,1920,1080,Intel,1.1,128.0,0.0,0.0,581.9
Dell,Gaming,17.3,32.0,Windows 10,4.42,1920,1080,Intel,2.8,1000.0,1000.0,0.0,3588.8
Asus,Gaming,17.3,16.0,Windows 10,4.3,1920,1080,Intel,2.6,256.0,1000.0,0.0,2350.0
Toshiba,Ultrabook,14.0,16.0,Windows 10,1.47,1920,1080,Intel,2.6,512.0,0.0,0.0,1764.0
Lenovo,Notebook,15.6,8.0,No OS,2.2,1366,768,Intel,1.6,0.0,1000.0,0.0,329.0
Lenovo,Ultrabook,14.0,16.0,Windows 10,1.7,1920,1080,Intel,2.7,512.0,0.0,0.0,2299.0
MSI,Gaming,14.0,16.0,Windows 10,1.6,1920,1080,Intel,2.8,256.0,1000.0,0.0,1891.0
MSI,Gaming,15.6,8.0,Windows 10,2.2,1920,1080,Intel,2.5,128.0,1000.0,0.0,1089.0
Lenovo,Gaming,15.6,4.0,Windows 10,2.4,1920,1080,Intel,2.8,0.0,1000.0,0.0,999.0
Acer,Gaming,17.3,16.0,Windows 10,4.2,1920,1080,Intel,2.8,256.0,1000.0,0.0,2299.0
Dell,Gaming,15.6,8.0,Windows 10,2.62,1920,1080,Intel,2.5,256.0,0.0,0.0,985.0
Asus,Gaming,15.6,8.0,Windows 10,2.24,1920,1080,Intel,2.8,128.0,1000.0,0.0,1339.0
Vero,Notebook,14.0,4.0,Windows 10,1.22,1920,1080,Intel,1.1,0.0,0.0,32.0,202.9
Lenovo,2 in 1 Convertible,13.3,8.0,Windows 10,1.37,1920,1080,Intel,2.7,512.0,0.0,0.0,1970.0
Lenovo,2 in 1 Convertible,15.6,8.0,Windows 10,2.08,1920,1080,Intel,2.5,256.0,0.0,0.0,959.0
Apple,Ultrabook,12.0,8.0,Mac OS X,0.92,2304,1440,Intel,1.2,0.0,0.0,512.0,1165.0
Lenovo,2 in 1 Convertible,14.0,8.0,Windows 10,1.42,2560,1440,Intel,2.5,256.0,0.0,0.0,2330.0
Asus,Notebook,14.0,4.0,Windows 10,1.63,1366,768,Intel,1.1,0.0,0.0,32.0,299.0
Dell,Notebook,15.6,8.0,Windows 10,1.95,1366,768,Intel,2.5,128.0,0.0,0.0,810.0
Lenovo,2 in 1 Convertible,13.9,8.0,Windows 10,1.38,1920,1080,Intel,2.7,256.0,0.0,0.0,1349.0
Dell,Notebook,15.6,8.0,Windows 10,2.0,1920,1080,Intel,2.0,256.0,0.0,0.0,739.0
HP,Workstation,15.6,8.0,Windows 10,3.14,1920,1080,Intel,2.8,256.0,0.0,0.0,2064.9
Asus,Notebook,15.6,8.0,Windows 10,2.37,1920,1080,Intel,2.5,256.0,0.0,0.0,1099.0
Dell,Ultrabook,13.3,8.0,Windows 10,1.29,1920,1080,Intel,2.5,256.0,0.0,0.0,1499.0
Dell,Notebook,15.6,8.0,Windows 10,2.06,3840,2160,Intel,2.5,256.0,0.0,0.0,1749.0
Dell,Netbook,11.6,4.0,Windows 10,1.63,1366,768,Intel,1.1,128.0,0.0,0.0,744.0
HP,Netbook,12.5,8.0,Windows 10,1.26,1366,768,Intel,2.6,256.0,0.0,0.0,1389.0
Toshiba,Notebook,15.6,4.0,Windows 10,2.1,1366,768,Intel,2.3,0.0,500.0,0.0,780.0
HP,Notebook,15.6,8.0,Windows 10,2.04,1366,768,AMD,2.5,0.0,2000.0,0.0,629.0
Dell,Gaming,15.6,16.0,Windows 10,2.62,3840,2160,Intel,2.8,512.0,0.0,0.0,1679.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.4,1920,1080,Intel,2.5,0.0,1000.0,0.0,609.0
HP,Gaming,17.3,12.0,Windows 10,3.74,1920,1080,Intel,2.8,0.0,1000.0,0.0,1749.0
MSI,Gaming,17.3,16.0,Windows 10,2.9,1920,1080,Intel,2.8,512.0,1000.0,0.0,2415.0
Samsung,Ultrabook,13.3,8.0,Windows 10,0.81,1920,1080,Intel,2.5,256.0,0.0,0.0,1499.0
Dell,Notebook,15.6,8.0,Windows 10,1.98,1920,1080,Intel,2.7,0.0,1000.0,0.0,961.0
Dell,Notebook,15.6,8.0,Windows 10,2.18,1920,1080,Intel,2.5,256.0,0.0,0.0,789.81
Lenovo,Ultrabook,14.0,8.0,Windows 10,1.32,1920,1080,Intel,2.7,256.0,0.0,0.0,1859.0
Razer,Ultrabook,12.5,16.0,Windows 10,1.29,3840,2160,Intel,2.5,512.0,0.0,0.0,1799.0
HP,Netbook,11.6,4.0,Chrome OS,1.23,1366,768,Intel,1.6,0.0,0.0,16.0,385.0
Dell,Gaming,17.3,16.0,Windows 10,4.36,1920,1080,Intel,2.8,128.0,1000.0,0.0,2505.02
Dell,Notebook,14.0,4.0,Windows 10,1.76,1366,768,Intel,2.3,0.0,500.0,0.0,755.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.1,1366,768,Intel,2.0,0.0,500.0,0.0,489.9
Toshiba,Ultrabook,14.0,4.0,Windows 10,1.25,1366,768,Intel,2.5,128.0,0.0,0.0,1090.0
Lenovo,Ultrabook,14.0,8.0,Windows 10,1.13,1920,1080,Intel,2.7,512.0,0.0,0.0,2499.0
MSI,Gaming,15.6,8.0,Windows 10,2.4,1920,1080,Intel,2.5,256.0,0.0,0.0,1199.0
Lenovo,Ultrabook,14.0,8.0,Windows 10,1.13,1920,1080,Intel,2.5,0.0,0.0,256.0,1875.0
Toshiba,Notebook,14.0,4.0,Windows 10,1.75,1366,768,Intel,2.1,128.0,0.0,0.0,499.0
Asus,2 in 1 Convertible,13.3,8.0,Windows 10,1.1,1920,1080,Intel,2.5,256.0,0.0,0.0,1358.0
Dell,Notebook,14.0,4.0,Windows 10,1.76,1366,768,Intel,2.0,0.0,500.0,0.0,585.0
Acer,Netbook,11.6,4.0,Chrome OS,1.35,1366,768,Intel,1.6,0.0,0.0,32.0,355.0
Acer,Notebook,14.0,8.0,Windows 10,1.5,1920,1080,Intel,2.4,128.0,0.0,0.0,619.0
Razer,Gaming,17.3,32.0,Windows 10,3.49,3840,2160,Intel,2.9,512.0,0.0,0.0,5499.0
Lenovo,Ultrabook,14.0,16.0,Windows 10,1.1,2560,1440,Intel,2.6,512.0,0.0,0.0,2099.0
Asus,Notebook,15.6,4.0,Linux,2.1,1920,1080,Intel,2.5,0.0,1000.0,0.0,519.0
Lenovo,Notebook,14.0,8.0,Windows 10,1.7,1920,1080,Intel,2.3,256.0,0.0,0.0,1186.0
Lenovo,Notebook,14.0,8.0,Windows 10,1.32,1920,1080,Intel,2.6,256.0,0.0,0.0,1650.0
Dell,Gaming,15.6,16.0,Windows 10,3.21,1920,1080,Intel,2.8,256.0,1000.0,0.0,2774.63
Asus,Gaming,17.3,16.0,Windows 10,2.9,1920,1080,Intel,2.8,256.0,1000.0,0.0,2419.0
Toshiba,Notebook,15.6,4.0,Windows 10,2.0,1366,768,Intel,2.4,0.0,500.0,0.0,669.0
Lenovo,Notebook,14.0,4.0,Chrome OS,1.5,1366,768,Intel,1.6,0.0,0.0,16.0,325.0
Asus,Notebook,15.6,8.0,Windows 10,2.3,1920,1080,Intel,2.5,0.0,128.0,0.0,590.0
Asus,Gaming,17.3,16.0,Windows 10,2.73,1920,1080,Intel,2.6,512.0,1000.0,0.0,1799.0
Dell,Gaming,17.3,32.0,Windows 10,4.42,1920,1080,Intel,2.8,512.0,1000.0,0.0,3072.89
HP,Notebook,17.3,8.0,Windows 10,2.63,1600,900,Intel,2.5,0.0,1000.0,0.0,910.0
Dell,Notebook,15.6,8.0,Windows 10,2.18,1366,768,Intel,2.5,128.0,0.0,0.0,713.99
HP,Ultrabook,14.0,8.0,Windows 7,1.54,1920,1080,Intel,2.5,512.0,0.0,0.0,1870.0
Dell,Notebook,15.6,4.0,Windows 10,2.18,1920,1080,Intel,2.7,256.0,0.0,0.0,739.0
HP,2 in 1 Convertible,11.6,4.0,Chrome OS,1.4,1366,768,Intel,1.1,0.0,0.0,32.0,615.0
Asus,Ultrabook,13.3,8.0,Windows 10,1.45,1920,1080,Intel,2.3,512.0,0.0,0.0,1026.0
HP,2 in 1 Convertible,13.3,8.0,Windows 10,1.28,1920,1080,Intel,2.5,256.0,0.0,0.0,2277.0
HP,Ultrabook,14.0,8.0,Windows 10,1.54,1920,1080,Intel,2.5,512.0,0.0,0.0,1468.0
HP,Notebook,15.6,4.0,No OS,1.86,1366,768,Intel,1.6,128.0,0.0,0.0,299.0
Asus,Gaming,15.6,16.0,Windows 10,2.1,1920,1080,Intel,2.8,128.0,1000.0,0.0,1899.0
Dell,Notebook,17.3,8.0,Linux,2.83,1920,1080,Intel,2.7,0.0,1000.0,0.0,865.0
Lenovo,Ultrabook,14.0,8.0,Windows 10,1.96,1920,1080,Intel,2.8,256.0,0.0,0.0,1903.0
Asus,Notebook,15.6,8.0,Windows 10,2.3,1920,1080,Intel,2.7,256.0,0.0,0.0,787.0
Dell,Notebook,15.6,8.0,Windows 10,1.9,1920,1080,Intel,2.5,128.0,0.0,0.0,945.0
Asus,Notebook,15.6,4.0,Windows 10,2.0,1366,768,Intel,1.1,0.0,1000.0,0.0,449.0
HP,2 in 1 Convertible,13.3,8.0,Windows 10,1.28,1920,1080,Intel,2.8,256.0,0.0,0.0,2559.0
Dell,Notebook,13.3,8.0,Windows 10,1.62,1920,1080,Intel,2.3,0.0,1000.0,0.0,649.0
Lenovo,Notebook,15.6,4.0,No OS,2.2,1920,1080,Intel,2.0,0.0,1000.0,0.0,469.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.3,1920,1080,Intel,2.5,0.0,1000.0,0.0,850.66
HP,Notebook,15.6,8.0,Windows 10,1.84,1920,1080,Intel,2.6,256.0,0.0,0.0,1349.0
Toshiba,Notebook,13.3,4.0,Windows 10,1.05,1920,1080,Intel,2.5,128.0,0.0,0.0,1285.0
Lenovo,Gaming,15.6,8.0,No OS,2.5,1920,1080,Intel,2.5,0.0,1000.0,0.0,1017.0
Dell,Ultrabook,13.3,16.0,Windows 10,1.29,3200,1800,Intel,2.5,512.0,0.0,0.0,2240.0
HP,Notebook,15.6,4.0,Windows 10,2.07,1920,1080,Intel,2.3,0.0,500.0,0.0,910.0
Toshiba,Ultrabook,13.3,8.0,Windows 10,1.2,1366,768,Intel,2.3,256.0,0.0,0.0,1095.0
Lenovo,2 in 1 Convertible,13.3,8.0,Windows 10,1.37,1920,1080,Intel,2.7,256.0,0.0,0.0,1950.0
Acer,Notebook,14.0,8.0,Windows 10,1.56,1920,1080,Intel,2.5,256.0,0.0,0.0,902.0
Dell,Workstation,15.6,8.0,Windows 10,2.23,1920,1080,Intel,2.8,0.0,1000.0,0.0,1778.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.38,1366,768,Intel,2.5,0.0,500.0,0.0,1055.0
Lenovo,Notebook,15.6,4.0,No OS,2.2,1920,1080,Intel,2.0,0.0,1000.0,0.0,479.0
Toshiba,Notebook,15.6,8.0,Windows 10,2.0,1920,1080,Intel,2.7,256.0,0.0,0.0,1388.0
Lenovo,Notebook,13.3,4.0,Windows 10,1.44,1920,1080,Intel,2.4,180.0,0.0,0.0,735.0
Samsung,Ultrabook,15.0,16.0,Windows 10,1.23,1920,1080,Intel,2.7,256.0,0.0,0.0,1849.0
Dell,Ultrabook,12.5,8.0,Windows 10,1.6,1920,1080,Intel,2.8,256.0,0.0,0.0,1690.0
Asus,Notebook,15.6,4.0,Linux,2.0,1366,768,Intel,1.1,0.0,1000.0,0.0,398.99
Xiaomi,Ultrabook,13.3,8.0,Windows 10,1.28,1920,1080,Intel,2.3,256.0,0.0,0.0,935.0
Dell,Notebook,15.6,4.0,Windows 10,2.18,1920,1080,Intel,2.5,128.0,1000.0,0.0,912.5
HP,Notebook,15.6,4.0,Windows 10,2.04,1920,1080,Intel,2.5,256.0,0.0,0.0,839.0
HP,2 in 1 Convertible,13.3,4.0,Windows 10,1.28,1920,1080,Intel,2.5,256.0,0.0,0.0,1700.0
HP,2 in 1 Convertible,15.6,4.0,Windows 10,2.3,1366,768,Intel,2.5,0.0,500.0,0.0,684.8
Asus,Notebook,14.1,4.0,Windows 10,1.65,1366,768,Intel,1.1,0.0,0.0,32.0,348.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.2,1920,1080,Intel,2.5,0.0,1000.0,0.0,669.0
Dell,Notebook,15.6,4.0,Windows 10,2.2,1366,768,Intel,1.6,0.0,500.0,0.0,369.0
HP,2 in 1 Convertible,13.3,4.0,Windows 10,1.28,1920,1080,Intel,2.5,256.0,0.0,0.0,1799.0
Dell,Notebook,15.6,4.0,Linux,2.18,1366,768,Intel,2.0,0.0,1000.0,0.0,455.7
Asus,Gaming,17.3,12.0,Windows 10,2.2,1920,1080,Intel,2.5,128.0,1000.0,0.0,1369.9
Acer,Netbook,11.6,4.0,Chrome OS,1.25,1366,768,Intel,1.6,0.0,0.0,32.0,297.0
Lenovo,Notebook,17.3,4.0,Windows 10,2.8,1600,900,AMD,2.2,0.0,500.0,0.0,379.0
HP,Notebook,14.0,4.0,Windows 10,1.95,1920,1080,Intel,2.5,128.0,0.0,0.0,1265.0
HP,2 in 1 Convertible,13.3,16.0,Windows 10,1.42,3200,1800,Intel,2.7,256.0,0.0,0.0,1399.0
Samsung,Ultrabook,15.0,8.0,Windows 10,1.17,1920,1080,Intel,2.7,256.0,0.0,0.0,1699.0
Lenovo,Ultrabook,14.0,8.0,Windows 10,1.32,1920,1080,Intel,2.5,256.0,0.0,0.0,1799.0
MSI,Gaming,17.3,16.0,Windows 10,2.43,3840,2160,Intel,2.6,512.0,2000.0,0.0,2649.0
Toshiba,Notebook,13.3,8.0,Windows 10,1.05,1920,1080,Intel,2.5,256.0,0.0,0.0,1475.0
Dell,Gaming,15.6,8.0,Linux,2.62,1920,1080,Intel,2.8,0.0,1000.0,0.0,929.0
HP,Notebook,15.6,8.0,Windows 10,2.04,1920,1080,Intel,2.7,0.0,1000.0,0.0,900.0
Dell,Notebook,15.6,4.0,Windows 10,2.18,1366,768,Intel,2.0,0.0,1000.0,0.0,614.0
Dell,Notebook,15.6,8.0,Windows 10,1.9,1920,1080,Intel,2.6,0.0,500.0,0.0,935.0
Dell,2 in 1 Convertible,13.3,8.0,Windows 10,1.24,3200,1800,Intel,1.3,512.0,0.0,0.0,2013.1
Asus,Gaming,17.3,32.0,Windows 10,3.58,1920,1080,Intel,2.7,256.0,0.0,0.0,1279.0
Dell,2 in 1 Convertible,13.3,16.0,Windows 10,1.22,1920,1080,Intel,1.3,256.0,0.0,0.0,1649.0
Lenovo,Ultrabook,14.0,8.0,Windows 10,1.13,1920,1080,Intel,2.7,0.0,0.0,256.0,2049.0
Lenovo,Notebook,15.6,8.0,Windows 10,1.95,1920,1080,Intel,2.5,512.0,0.0,0.0,1962.99
LG,Ultrabook,15.6,16.0,Windows 10,1.08,1920,1080,Intel,2.7,512.0,0.0,0.0,2099.0
HP,Netbook,12.5,8.0,Windows 10,1.26,1920,1080,Intel,2.7,512.0,0.0,0.0,1483.0
Acer,Notebook,15.6,4.0,Chrome OS,2.2,1920,1080,Intel,1.5,0.0,0.0,16.0,359.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.6,1920,1080,Intel,2.3,128.0,1000.0,0.0,789.0
LG,Ultrabook,14.0,8.0,Windows 10,0.98,1920,1080,Intel,2.7,512.0,0.0,0.0,1899.0
Dell,Notebook,14.0,8.0,Windows 10,1.6,1920,1080,Intel,2.8,256.0,0.0,0.0,1205.0
HP,Ultrabook,12.5,8.0,Windows 10,1.09,3840,2160,Intel,1.2,240.0,0.0,0.0,3100.0
Lenovo,Notebook,15.6,6.0,Windows 10,2.2,1920,1080,Intel,2.7,256.0,0.0,0.0,789.0
HP,Notebook,15.6,8.0,Windows 10,2.04,1920,1080,Intel,2.7,256.0,0.0,0.0,1018.99
Acer,Notebook,15.6,4.0,Windows 10,2.4,1920,1080,Intel,2.4,0.0,1000.0,0.0,499.0
Lenovo,Notebook,13.3,4.0,Windows 10,1.44,1920,1080,Intel,2.5,128.0,0.0,0.0,881.0
HP,Notebook,13.3,8.0,Windows 10,1.49,1920,1080,Intel,2.5,256.0,0.0,0.0,960.0
MSI,Gaming,17.3,16.0,Windows 10,2.7,1920,1080,Intel,2.8,256.0,1000.0,0.0,1599.0
Dell,Gaming,15.6,16.0,Windows 10,2.6,1920,1080,Intel,2.8,128.0,1000.0,0.0,1349.0
MSI,Gaming,15.6,8.0,Windows 10,2.2,1920,1080,Intel,2.5,128.0,1000.0,0.0,1119.91
Dell,Notebook,15.6,4.0,Windows 10,2.18,1366,768,Intel,2.5,0.0,1000.0,0.0,684.99
HP,Ultrabook,15.6,8.0,Windows 10,1.84,1920,1080,Intel,2.5,256.0,0.0,0.0,1296.99
HP,Ultrabook,13.3,8.0,Windows 10,1.39,3200,1800,Intel,2.7,256.0,0.0,0.0,1149.0
Toshiba,Notebook,15.6,16.0,Windows 10,2.4,1920,1080,Intel,2.6,256.0,0.0,0.0,1975.0
Lenovo,2 in 1 Convertible,13.3,8.0,Windows 10,1.37,1920,1080,Intel,2.5,512.0,0.0,0.0,1825.0
Dell,Notebook,15.6,4.0,Windows 10,1.95,1366,768,Intel,2.3,0.0,500.0,0.0,729.9
Lenovo,Ultrabook,12.5,8.0,Windows 10,1.36,1920,1080,Intel,2.7,256.0,0.0,0.0,1650.0
HP,Notebook,15.6,8.0,Windows 10,2.31,1920,1080,Intel,2.3,256.0,0.0,0.0,1165.0
Dell,Notebook,15.6,4.0,Windows 10,2.18,1366,768,Intel,2.5,0.0,1000.0,0.0,708.06
HP,Notebook,14.0,4.0,Windows 10,1.95,1366,768,Intel,2.3,0.0,500.0,0.0,1149.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.2,1366,768,Intel,1.1,0.0,1000.0,0.0,309.0
HP,Ultrabook,12.5,4.0,Windows 10,1.26,1920,1080,Intel,2.3,0.0,500.0,0.0,1579.0
HP,Notebook,15.6,4.0,No OS,1.86,1366,768,Intel,1.6,0.0,1000.0,0.0,288.9
Lenovo,2 in 1 Convertible,13.3,16.0,Windows 10,1.3,3200,1800,Intel,2.2,1000.0,0.0,0.0,1799.0
Toshiba,Notebook,14.0,4.0,Windows 10,1.47,1920,1080,Intel,2.3,128.0,0.0,0.0,1105.0
HP,Netbook,12.5,8.0,Windows 10,1.26,1920,1080,Intel,2.3,256.0,0.0,0.0,1669.0
Dell,Notebook,15.6,4.0,Windows 10,2.18,1366,768,Intel,2.0,0.0,1000.0,0.0,558.6
MSI,Gaming,15.6,8.0,Windows 10,2.2,1920,1080,Intel,2.8,128.0,1000.0,0.0,1199.0
Dell,Ultrabook,14.0,8.0,Windows 10,1.36,1920,1080,Intel,2.5,256.0,0.0,0.0,1639.0
Dell,Gaming,17.3,16.0,Windows 10,4.36,2560,1440,Intel,2.7,512.0,1000.0,0.0,2758.0
HP,Gaming,17.3,8.0,Windows 10,2.75,1920,1080,Intel,2.3,128.0,1000.0,0.0,1399.0
Asus,Notebook,17.3,4.0,Windows 10,2.8,1600,900,Intel,1.6,0.0,1000.0,0.0,530.0
Acer,Notebook,15.6,4.0,Windows 10,2.23,1366,768,Intel,2.5,0.0,500.0,0.0,619.0
Toshiba,Notebook,15.6,8.0,Windows 10,2.2,1366,768,Intel,2.3,256.0,0.0,0.0,1119.0
